Cluster,Score,Type,Gene,Symbol,Network
6,2.0,Clustered,51300,TIMMDC1,MyList_SUB1
6,2.0,Clustered,4701,NDUFA7,MyList_SUB1
6,2.0,Seed,4718,NDUFC2,MyList_SUB1
2,1.55,Clustered,51259,TMEM216,MyList_SUB1
2,1.55,Clustered,2517,FUCA1,MyList_SUB1
2,1.55,Seed,10577,NPC2,MyList_SUB1
2,1.55,Clustered,11116,CEP43,MyList_SUB1
2,1.55,Clustered,387921,NHLRC3,MyList_SUB1
2,1.55,Clustered,5599,MAPK8,MyList_SUB1
2,1.55,Clustered,153129,SLC38A9,MyList_SUB1
2,1.55,Clustered,653784,MZT2A,MyList_SUB1
2,1.55,Clustered,1191,CLU,MyList_SUB1
2,1.55,Clustered,5564,PRKAB1,MyList_SUB1
2,1.55,Clustered,84321,THOC3,MyList_SUB1
2,1.55,Clustered,1,A1BG,MyList_SUB1
2,1.55,Clustered,2896,GRN,MyList_SUB1
2,1.55,Clustered,8683,SRSF9,MyList_SUB1
2,1.55,Clustered,6009,RHEB,MyList_SUB1
2,1.55,Clustered,2,A2M,MyList_SUB1
2,1.55,Clustered,93323,HAUS8,MyList_SUB1
2,1.55,Clustered,129401,NUP35,MyList_SUB1
2,1.55,Clustered,84324,SARNP,MyList_SUB1
2,1.55,Clustered,2475,MTOR,MyList_SUB1
7,1.25,Clustered,9412,MED21,MyList_SUB1
7,1.25,Seed,6919,TCEA2,MyList_SUB1
7,1.25,Clustered,51728,POLR3K,MyList_SUB1
7,1.25,Clustered,728340,GTF2H2C,MyList_SUB1
8,1.0,Clustered,5610,EIF2AK2,MyList_SUB1
8,1.0,Clustered,6772,STAT1,MyList_SUB1
8,1.0,Seed,9636,ISG15,MyList_SUB1
9,1.0,Seed,54625,PARP14,MyList_SUB1
9,1.0,Clustered,83666,PARP9,MyList_SUB1
9,1.0,Clustered,8971,H1-10,MyList_SUB1
10,1.0,Seed,2790,GNG10,MyList_SUB1
10,1.0,Clustered,94235,GNG8,MyList_SUB1
10,1.0,Clustered,5473,PPBP,MyList_SUB1
11,1.0,Clustered,654483,BOLA2B,MyList_SUB1
11,1.0,Clustered,8464,SUPT3H,MyList_SUB1
11,1.0,Clustered,6883,TAF12,MyList_SUB1
12,1.0,Clustered,79839,CCDC102B,MyList_SUB1
12,1.0,Seed,25843,MOB4,MyList_SUB1
12,1.0,Clustered,8543,LMO4,MyList_SUB1
13,1.0,Seed,126003,TRAPPC5,MyList_SUB1
13,1.0,Clustered,6811,STX5,MyList_SUB1
13,1.0,Clustered,9363,RAB33A,MyList_SUB1
